Name,URL,Created_at,Star,Last commit
benedekrozemberczki/GEMSEC,https://github.com/benedekrozemberczki/GEMSEC,2018-01-23T21:43:31Z,235,2022-11-06T21:14:27Z
SforAiDl/Neural-Voice-Cloning-With-Few-Samples,https://github.com/SforAiDl/Neural-Voice-Cloning-With-Few-Samples,2018-08-07T08:51:48Z,365,2021-02-23T10:10:30Z
danielzuegner/nettack,https://github.com/danielzuegner/nettack,2018-06-03T19:24:06Z,192,2022-05-31T12:27:10Z
adambielski/siamese-triplet,https://github.com/adambielski/siamese-triplet,2018-03-06T22:25:41Z,2795,2021-09-07T19:49:45Z
iterative/example-get-started,https://github.com/iterative/example-get-started,2019-03-26T01:08:17Z,135,2022-12-29T22:11:14Z
gabrieltseng/pycrop-yield-prediction,https://github.com/gabrieltseng/pycrop-yield-prediction,2019-02-16T19:50:51Z,104,2022-01-17T15:32:56Z
openvinotoolkit/model_server,https://github.com/openvinotoolkit/model_server,2018-09-26T16:40:53Z,553,2023-01-05T18:37:11Z
cair/TsetlinMachine,https://github.com/cair/TsetlinMachine,2018-04-02T12:19:18Z,416,2022-11-03T21:14:04Z
gjy3035/C-3-Framework,https://github.com/gjy3035/C-3-Framework,2018-12-22T01:02:21Z,627,2021-02-09T05:45:14Z
f90/Wave-U-Net,https://github.com/f90/Wave-U-Net,2018-04-24T16:48:57Z,652,2022-11-21T21:14:44Z
YannDubs/disentangling-vae,https://github.com/YannDubs/disentangling-vae,2019-01-30T22:21:55Z,656,2021-04-04T15:23:49Z
manideep2510/eye-in-the-sky,https://github.com/manideep2510/eye-in-the-sky,2018-12-04T14:08:22Z,252,2022-11-22T03:52:54Z
AliaksandrSiarohin/monkey-net,https://github.com/AliaksandrSiarohin/monkey-net,2018-06-27T14:50:26Z,401,2022-11-22T02:49:23Z
1adrianb/pytorch-estimate-flops,https://github.com/1adrianb/pytorch-estimate-flops,2019-02-08T20:40:01Z,239,2022-05-20T23:36:38Z
anki/vector-python-sdk,https://github.com/anki/vector-python-sdk,2018-11-28T01:51:01Z,526,2022-09-08T02:20:41Z
waspinator/pycococreator,https://github.com/waspinator/pycococreator,2018-03-29T16:46:58Z,696,2022-04-09T15:23:12Z
ShawnyXiao/TextClassification-Keras,https://github.com/ShawnyXiao/TextClassification-Keras,2019-01-03T15:56:00Z,776,2022-11-21T22:44:06Z
skalavala/mysmarthome,https://github.com/skalavala/mysmarthome,2019-04-17T22:41:46Z,202,2022-12-06T22:53:17Z
anicolson/DeepXi,https://github.com/anicolson/DeepXi,2018-05-25T01:30:27Z,414,2022-02-17T04:28:56Z
mozilla/TTS,https://github.com/mozilla/TTS,2018-01-23T14:22:06Z,6530,2022-08-24T14:08:31Z
ThoughtfulDev/EagleEye,https://github.com/ThoughtfulDev/EagleEye,2018-02-17T13:58:57Z,3365,2022-03-15T18:06:25Z
dougsm/mvp_grasp,https://github.com/dougsm/mvp_grasp,2019-02-26T14:59:56Z,156,2022-11-22T05:07:03Z
JayYip/m3tl,https://github.com/JayYip/m3tl,2018-11-29T06:43:15Z,518,2022-10-21T01:46:21Z
mmxgn/spacy-clausie,https://github.com/mmxgn/spacy-clausie,2018-09-25T16:50:22Z,187,2022-08-08T09:42:28Z
jfilter/split-folders,https://github.com/jfilter/split-folders,2018-10-04T12:33:35Z,344,2022-10-26T20:42:53Z
